Bin	Sequences	Proportion	Patterns	Percent Full
truncated_snapback_selfprime	9876.0	0.9876	10704	0.9366140137707575%
other	115.0	0.0115	126	2.1739130434782608%
payload_only	9.0	0.0009	5	0.0%
Totals	10000.0	1.0	10835


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
truncated_snapback_selfprime	9876.0	0.9876	10704	0.009366140137707575
Subclassification	Sequence Count	Repeats	Proportion of truncated_snapback_selfprime	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
truncated_snapback_selfprime	2.0	1	0.0002025111381125962	non_linear	True	False	False	P P I P P I	Payload[3-244](+) Payload[3-244](-) ITR-FLIP[1-165](+) Payload[3-244](+) Payload[3-244](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	1	0.0001012555690562981	non_linear	True	False	False	P P I P P I	Payload[999-2865](-) Payload[1117-2865](+) ITR-FLIP[1-161](+) ITR-FLIP[1-165](+) Payload[3-89](+) Payload[3-89](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	4	0.0001012555690562981	non_linear	True	False	False	P P I P P I P P I P P I P P I	Payload[997-2865](-) Payload[879-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-260](+) Payload[3-248](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-2375](+) Payload[3-2375](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[691-2865](-) Payload[691-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-49](+) Payload[3-32](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	4	0.0001012555690562981	non_linear	True	False	False	P P I P P I P P I P P I P P I	Payload[997-2865](-) Payload[820-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[4-46](+) Payload[2-40](-) ITR-FLIP[1-165](+) Payload[668-2865](-) Payload[2071-2865](+) ITR-FLIP[1-165](+) Payload[2-254](+) Payload[2-192](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-159](+) Payload[2-159](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	1	0.0001012555690562981	non_linear	True	False	False	P P I P P I	Payload[997-2865](-) Payload[1036-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[780-2865](-) Payload[819-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	5	0.0001012555690562981	non_linear	True	False	False	P P I P P I P P I P P I P P I P P I	Payload[993-2865](-) Payload[993-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1774-2865](-) Payload[1492-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-244](+) Payload[3-244](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[5-1277](+) Payload[2-1277](-) ITR-FLIP[1-165](+) Payload[3-455](+) Payload[3-312](-) ITR-FLIP[1-165](+) Payload[3-371](+) Payload[3-359](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	5	0.0001012555690562981	non_linear	True	False	False	P P I P P I P P I P P I P P I P P I	Payload[992-2865](-) Payload[956-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-190](+) Payload[3-171](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-244](+) Payload[3-244](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-625](+) Payload[3-731](-) ITR-FLIP[1-165](+) Payload[3-166](+) Payload[3-178](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2229-2865](-) Payload[2179-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.0001012555690562981	non_linear	True	False	False	P P I P P I P P I P P I	Payload[991-2865](-) Payload[994-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2453-2865](-) Payload[2224-2865](+) ITR-FLIP[1-165](+) Payload[2-194](+) Payload[5-392](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2400-2865](-) Payload[2378-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	4	0.0001012555690562981	non_linear	True	False	False	P P I P P I P P I P P I P P I	Payload[991-2865](-) Payload[991-2865](+) ITR-FLIP[1-165](+) Payload[3-950](+) Payload[3-640](-) ITR-FLIP[1-165](+) Payload[2-392](+) Payload[2-392](-) ITR-FLIP[1-165](+) Payload[1584-2865](-) Payload[1566-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1205-2865](-) Payload[1234-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.0001012555690562981	non_linear	True	False	False	P P I P P I P P I	Payload[991-2865](-) Payload[991-2865](+) ITR-FLIP[1-165](+) Payload[3-384](+) Payload[3-361](-) ITR-FLIP[1-165](+) Payload[2787-2865](-) Payload[2579-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
