Bin	Sequences	Proportion	Patterns	Percent Full
payload_only	9982.0	0.9981001899810019	336	99.34381887397315%
untileable_sequences	12.0	0.0011998800119988001	0	0.0%
doubled_payload	7.0	0.0006999300069993001	8	14.285714285714285%
Totals	10001.0	1.0	344


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
payload_only	9982.0	0.9981	336	0.9934381887397316
Subclassification	Sequence Count	Repeats	Proportion of payload_only	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
payload_only	6172.0	0	0.6183129633340012	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	519.0	0	0.05199358845922661	forward_linear	False	False	True	P	Payload[4-2865](+)
payload_only	397.0	0	0.03977158885994791	forward_linear	False	False	True	P	Payload[5-2865](+)
payload_only	365.0	0	0.036565818473251854	forward_linear	False	False	True	P	Payload[2-2865](+)
payload_only	314.0	0	0.031456621919455016	forward_linear	False	False	True	P	Payload[1-2864](+)
payload_only	286.0	0	0.028651572831095973	forward_linear	False	False	True	P	Payload[1-2863](+)
payload_only	281.0	0	0.028150671208174716	forward_linear	False	False	True	P	Payload[3-2865](+)
payload_only	255.0	0	0.02554598276898417	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	156.0	0	0.015628130635143258	forward_linear	False	False	True	P	Payload[1-2862](+)
payload_only	120.5	0	0.012071729112402323	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	120.5	0	0.012071729112402323	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	76.0	0	0.007613704668403126	forward_linear	False	False	True	P	Payload[1-2861](+)
payload_only	50.0	0	0.005009016229212583	forward_linear	False	False	True	P	Payload[1-2860](+)
payload_only	38.0	0	0.003806852334201563	forward_linear	False	False	True	P	Payload[6-2865](+)
payload_only	28.0	0	0.002805049088359046	forward_linear	False	False	True	P	Payload[4-2863](+)
payload_only	26.0	0	0.002604688439190543	forward_linear	False	False	True	P	Payload[1-2859](+)
payload_only	25.0	0	0.0025045081146062914	forward_linear	False	False	True	P	Payload[5-2863](+)
payload_only	22.0	0	0.0022039671408535366	forward_linear	False	False	True	P	Payload[4-2864](+)
payload_only	22.0	0	0.0022039671408535366	forward_linear	False	False	True	P	Payload[4-2865](+)
payload_only	22.0	0	0.0022039671408535366	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	15.0	0	0.0015027048687637748	forward_linear	False	False	True	P	Payload[5-2864](+)
payload_only	14.5	0	0.001452614706471649	forward_linear	False	False	True	P	Payload[5-2865](+)
payload_only	14.5	0	0.001452614706471649	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	13.0	0	0.0013023442195952714	forward_linear	False	False	True	P	Payload[3-2863](+)
payload_only	13.0	0	0.0013023442195952714	forward_linear	False	False	False	P	Payload[1-2858](+)
payload_only	12.0	0	0.0012021638950110197	forward_linear	False	False	True	P	Payload[4-2862](+)
payload_only	12.0	0	0.0012021638950110197	forward_linear	False	False	True	P	Payload[2-2864](+)
payload_only	12.0	0	0.0012021638950110197	forward_linear	False	False	True	P	Payload[2-2863](+)
payload_only	12.0	0	0.0012021638950110197	forward_linear	False	False	True	P	Payload[2-2865](+)
payload_only	12.0	0	0.0012021638950110197	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	11.5	0	0.001152073732718894	reverse_linear	False	False	True	P	Payload[4-2864](-)
payload_only	11.5	0	0.001152073732718894	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	10.5	0	0.0010518934081346423	forward_linear	False	False	True	P	Payload[3-2865](+)
payload_only	10.5	0	0.0010518934081346423	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	10.5	0	0.0010518934081346423	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	10.5	0	0.0010518934081346423	forward_linear	False	False	True	P	Payload[1-2863](+)
payload_only	10.0	0	0.0010018032458425166	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	10.0	0	0.0010018032458425166	forward_linear	False	False	True	P	Payload[1-2864](+)
payload_only	9.0	0	0.0009016229212582649	forward_linear	False	False	False	P	Payload[1-2857](+)
payload_only	9.0	0	0.0009016229212582649	forward_linear	False	False	True	P	Payload[4-2865](+)
payload_only	9.0	0	0.0009016229212582649	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	9.0	0	0.0009016229212582649	forward_linear	False	False	True	P	Payload[2-2865](+)
payload_only	9.0	0	0.0009016229212582649	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	8.5	0	0.0008515327589661391	reverse_linear	False	False	True	P	Payload[5-2864](-)
payload_only	8.5	0	0.0008515327589661391	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	8.5	0	0.0008515327589661391	forward_linear	False	False	True	P	Payload[5-2865](+)
