0.0005341880341880342 0.08493589743589744 0.0005341880341880342 0.08493589743589744	:	0.023879476499505517
0.0005341880341880342 0.08066239316239317 0.0005341880341880342 0.11057692307692307	:	0.013946538269965133
0.0005341880341880342 0.11057692307692307 0.0005341880341880342 0.08066239316239317	:	0.013729977116704805
0.08574549426542873 1.0 0.0551611141452758 1.0	:	0.010503215933125917
0.00025687130747495504 0.05548420241459029 0.00025687130747495504 0.05548420241459029	:	0.008972850450086264
0.00025687130747495504 0.13691240688415104 0.00025687130747495504 0.13691240688415104	:	0.00882847634791271
0.0005341880341880342 0.15384615384615385 0.0005341880341880342 0.10897435897435898	:	0.008294292169870569
0.0005341880341880342 0.10897435897435898 0.0005341880341880342 0.15384615384615385	:	0.007983887850197432
0.3336974330966685 1.0 0.3336974330966685 1.0	:	0.007882825978675945
0.0551611141452758 1.0 0.08574549426542873 1.0	:	0.00771679576117636
0.0005341880341880342 0.11004273504273504 0.0005341880341880342 0.11004273504273504	:	0.007615733889654874
0.3631895139268159 1.0 0.3560895685417804 1.0	:	0.0070382374809606655
0.1310759148006554 1.0 0.085199344620426 1.0	:	0.006814457622591659
0.0005341880341880342 0.22168803418803418 0.0005341880341880342 0.2537393162393162	:	0.006677302225526785
0.3560895685417804 1.0 0.3631895139268159 1.0	:	0.006388554021179681
0.002730748225013654 1.0 0.015292190060076462 1.0	:	0.005724433151181341
0.00025687130747495504 0.06781402517338814 0.00025687130747495504 0.05342923195479065	:	0.005262436024225974
0.00025687130747495504 0.05342923195479065 0.00025687130747495504 0.06781402517338814	:	0.005247998614008619
0.4724194429273621 1.0 0.4833424358274167 1.0	:	0.0051758115629218435
0.00025687130747495504 0.39147187259183147 0.00025687130747495504 0.3876188029797072	:	0.005118061922052422
0.4833424358274167 1.0 0.4724194429273621 1.0	:	0.004677720910423088
0.0005341880341880342 0.11217948717948718 0.0005341880341880342 0.08066239316239317	:	0.004656064795097056
0.0005341880341880342 0.25427350427350426 0.0005341880341880342 0.21794871794871795	:	0.004461159757162761
0.0005341880341880342 0.08066239316239317 0.0005341880341880342 0.11217948717948718	:	0.004453941052054083
0.0005341880341880342 0.12286324786324786 0.0005341880341880342 0.12873931623931623	:	0.004446722346945405
0.00025687130747495504 0.3876188029797072 0.00025687130747495504 0.39147187259183147	:	0.004388972706075984
0.015292190060076462 1.0 0.002730748225013654 1.0	:	0.004381754000967307
0.08574549426542873 1.0 0.05352266521026761 1.0	:	0.004331223065206564
0.0005341880341880342 0.21794871794871795 0.0005341880341880342 0.25427350427350426	:	0.004331223065206564
0.0005341880341880342 0.034722222222222224 0.0005341880341880342 0.034722222222222224	:	0.004056912271076814
0.085199344620426 1.0 0.1310759148006554 1.0	:	0.004013600040424749
0.00025687130747495504 0.0886206010788595 0.00025687130747495504 0.06704341125096326	:	0.003912538168903262
0.7667608528127409 1.0 0.7708707937323401 1.0	:	0.0038908820535772295
0.00025687130747495504 0.06704341125096326 0.00025687130747495504 0.0886206010788595	:	0.003825913707599131
0.0005341880341880342 0.12873931623931623 0.0005341880341880342 0.12286324786324786	:	0.0037537266565123547
0.00025687130747495504 0.06755715386591318 0.00025687130747495504 0.06755715386591318	:	0.0035949151441214476
0.0005341880341880342 0.030982905982905984 0.0005341880341880342 0.030982905982905984	:	0.00343610363173054
0.2348443473511742 1.0 0.19661387220098306 1.0	:	0.0032556360040136
0.9055161114145276 1.0 0.9137083560895686 1.0	:	0.003140136722274758
0.7708707937323401 1.0 0.7667608528127409 1.0	:	0.0030823870814053376
0.19661387220098306 1.0 0.23320589841616604 1.0	:	0.003002981325209884
0.19661387220098306 1.0 0.23375204806116875 1.0	:	0.0029885439149925285
0.00025687130747495504 0.1366555355766761 0.00025687130747495504 0.06781402517338814	:	0.0028658259281450094
0.2342981977061715 1.0 0.19661387220098306 1.0	:	0.0027719827617322004
0.002730748225013654 1.0 0.002730748225013654 1.0	:	0.002721451825971457
0.0005341880341880342 0.026709401709401708 0.0005341880341880342 0.022435897435897436	:	0.0026853583004280692
0.00025687130747495504 0.06781402517338814 0.00025687130747495504 0.1366555355766761	:	0.0026059525442326155
0.9137083560895686 1.0 0.9055161114145276 1.0	:	0.002598733839123938
0.19661387220098306 1.0 0.2342981977061715 1.0	:	0.002584296428906583
0.0005341880341880342 0.2548076923076923 0.0005341880341880342 0.21794871794871795	:	0.002584296428906583
0.05352266521026761 1.0 0.08574549426542873 1.0	:	0.002490453262493774
0.23539049699617695 1.0 0.19661387220098306 1.0	:	0.0023460791603202216
0.0005341880341880342 0.022435897435897436 0.0005341880341880342 0.026709401709401708	:	0.002288329519450801
0.00025687130747495504 0.05342923195479065 0.00025687130747495504 0.068584639095813	:	0.0022811108143421235
0.19661387220098306 1.0 0.2348443473511742 1.0	:	0.0022738921092334457
0.10704533042053523 1.0 0.12179137083560895 1.0	:	0.002245017288798735
0.9716880341880342 1.0 0.9642094017094017 1.0	:	0.0022305798785813803
0.0005341880341880342 0.2537393162393162 0.0005341880341880342 0.22168803418803418	:	0.0022233611734727024
0.12179137083560895 1.0 0.10704533042053523 1.0	:	0.002035674840647085
0.49704597996403804 1.0 0.5006421782686874 1.0	:	0.0020140187253210517
0.23320589841616604 1.0 0.19661387220098306 1.0	:	0.001992362609995019
0.24085199344620425 1.0 0.24085199344620425 1.0	:	0.0019418316742342758
0.00025687130747495504 0.068584639095813 0.00025687130747495504 0.05342923195479065	:	0.0019418316742342758
0.9642094017094017 1.0 0.9716880341880342 1.0	:	0.0019346129691255982
0.1064991807755325 1.0 0.11469142545057345 1.0	:	0.0019057381486908879
0.3456196581196581 1.0 0.3456196581196581 1.0	:	0.0019057381486908879
0.9344620425996724 1.0 0.9262697979246314 1.0	:	0.0018552072129301446
0.23375204806116875 1.0 0.19661387220098306 1.0	:	0.001847988507821467
0.9049145299145299 1.0 0.9129273504273504 1.0	:	0.001811894982278079
0.11469142545057345 1.0 0.1064991807755325 1.0	:	0.0017324892260826253
0.0005341880341880342 0.21794871794871795 0.0005341880341880342 0.2548076923076923	:	0.00171805181586527
0.3675587110868378 1.0 0.3588203167667941 1.0	:	0.0017036144056479148
0.3620972146368105 1.0 0.3664664117968323 1.0	:	0.0016891769954305597
0.2293828509011469 1.0 0.19661387220098306 1.0	:	0.0016675208801045268
0.9060622610595304 1.0 0.9137083560895686 1.0	:	0.0016314273545611389
0.829601310759148 1.0 0.8372474057891862 1.0	:	0.0015953338290177507
0.9137083560895686 1.0 0.9060622610595304 1.0	:	0.0015808964188003957
0.0005341880341880342 0.2553418803418803 0.0005341880341880342 0.21794871794871795	:	0.0015592403034743628
0.5797585409709736 1.0 0.5951708194194708 1.0	:	0.001501490662604942
0.8802979707166709 1.0 0.8607757513485743 1.0	:	0.0014942719574962643
0.0005341880341880342 0.08066239316239317 0.0005341880341880342 0.08066239316239317	:	0.001465397137061554
0.0005341880341880342 0.15544871794871795 0.0005341880341880342 0.15544871794871795	:	0.001465397137061554
