Bin	Sequences	Proportion	Patterns	Percent Full
truncated_left	9982.5	0.99825	279	99.98998246932132%
other	15.5	0.00155	17	0.0%
untileable_sequences	2.0	0.0002	0	0.0%
Totals	10000.0	1.0	296


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
truncated_left	9982.5	0.99825	279	0.9998998246932131
Subclassification	Sequence Count	Repeats	Proportion of truncated_left	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
truncated_left	4130.0	0	0.41372401702980216	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	4006.0	0	0.4013022789882294	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	192.0	0	0.019233658903080392	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	139.0	0	0.013924367643375908	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	125.0	0	0.01252191334835963	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-)
truncated_left	102.0	0	0.010217881292261458	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	101.5	0	0.010167793638868019	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	101.5	0	0.010167793638868019	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+)
truncated_left	98.0	0	0.009817180065113949	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	98.0	0	0.009817180065113949	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+) ITR-FLIP[21-165](+)
truncated_left	94.0	0	0.009416478837966442	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-)
truncated_left	89.0	0	0.008915602304032056	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	27.0	0	0.00270473328324568	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-165](-)
truncated_left	22.0	0	0.0022038567493112946	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-165](-)
truncated_left	22.0	0	0.0022038567493112946	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-)
truncated_left	22.0	0	0.0022038567493112946	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-161](-)
truncated_left	22.0	0	0.0022038567493112946	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-161](-) ITR-FLIP[21-165](-)
truncated_left	21.0	0	0.0021036814425244178	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[24-165](-)
truncated_left	21.0	0	0.0021036814425244178	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-162](-)
truncated_left	20.0	0	0.0020035061357375405	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-165](-)
truncated_left	19.0	0	0.0019033308289506637	forward_linear	False	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-165](-)
truncated_left	19.0	0	0.0019033308289506637	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-164](-)
truncated_left	18.0	0	0.0018031555221637867	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[23-165](-)
truncated_left	18.0	0	0.0018031555221637867	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-164](-)
truncated_left	17.0	0	0.0017029802153769097	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-165](-)
truncated_left	17.0	0	0.0017029802153769097	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
truncated_left	17.0	0	0.0017029802153769097	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-)
truncated_left	16.0	0	0.0016028049085900326	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	16.0	0	0.0016028049085900326	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[24-165](-)
truncated_left	15.0	0	0.0015026296018031556	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
truncated_left	15.0	0	0.0015026296018031556	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-162](-) ITR-FLIP[21-165](-)
truncated_left	15.0	0	0.0015026296018031556	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-162](-)
truncated_left	15.0	0	0.0015026296018031556	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-161](-)
truncated_left	7.5	0	0.0007513148009015778	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	7.5	0	0.0007513148009015778	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[20-165](-)
truncated_left	7.0	0	0.0007012271475081393	forward_linear	True	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	7.0	0	0.0007012271475081393	forward_linear	False	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-165](-)
truncated_left	6.0	0	0.0006010518407212623	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	6.0	0	0.0006010518407212623	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[20-165](-)
truncated_left	4.5	0	0.00045078888054094667	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-)
truncated_left	4.5	0	0.00045078888054094667	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	4.5	0	0.00045078888054094667	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	4.5	0	0.00045078888054094667	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[20-165](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040070122714750816	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-160](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040070122714750816	forward_linear	True	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040070122714750816	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040070122714750816	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	3.5	0	0.00035061357375406964	reverse_linear	False	False	True	P I	Payload[4-2864](-) ITR-FLIP[22-165](+)
truncated_left	3.5	0	0.00035061357375406964	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[25-165](-) ITR-FLIP[21-165](-)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[25-165](-)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-165](-) ITR-FLIP[21-165](-)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-159](-)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-159](-) ITR-FLIP[21-165](-)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	False	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-165](-)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	False	False	True	P I	Payload[1-2862](+) ITR-FLIP[21-165](-)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-)
truncated_left	3.0	0	0.00030052592036063113	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+)
truncated_left	3.0	0	0.00030052592036063113	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-161](-)
truncated_left	3.0	0	0.00030052592036063113	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+) ITR-FLIP[21-165](+)
truncated_left	2.5	0	0.00025043826696719256	reverse_linear	False	False	True	P I	Payload[5-2864](-) ITR-FLIP[22-165](+)
truncated_left	2.5	0	0.00025043826696719256	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	2.5	0	0.00025043826696719256	reverse_linear	True	False	True	P I	Payload[4-2864](-) ITR-FLIP[22-165](+) ITR-FLIP[21-165](+)
truncated_left	2.5	0	0.00025043826696719256	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	2.5	0	0.00025043826696719256	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	2.5	0	0.00025043826696719256	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
