Bin	Sequences	Proportion	Patterns	Percent Full
doubled_payload	9949.0	0.9944027986006997	7954	0.251281535832747%
payload_only	25.5	0.002548725637181409	23	0.0%
untileable_sequences	25.0	0.0024987506246876563	0	0.0%
other	5.5	0.0005497251374312844	6	0.0%
Totals	10005.0	1.0	7983


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
doubled_payload	9949.0	0.9944	7954	0.00251281535832747
Subclassification	Sequence Count	Repeats	Proportion of doubled_payload	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
doubled_payload	108.0	0	0.01085536234797467	non_linear	False	False	False	P P	Payload[3-244](+) Payload[3-244](-)
doubled_payload	75.0	0	0.00753844607498241	non_linear	False	False	False	P P	Payload[3-232](+) Payload[3-317](-)
doubled_payload	74.0	0	0.007437933460649311	non_linear	False	False	False	P P	Payload[3-317](+) Payload[3-232](-)
doubled_payload	56.0	0	0.005628706402653533	non_linear	False	False	False	P P	Payload[247-2865](-) Payload[158-2865](+)
doubled_payload	49.0	0	0.004925118102321841	non_linear	False	False	False	P P	Payload[158-2865](-) Payload[247-2865](+)
doubled_payload	42.0	0	0.0042215298019901495	non_linear	False	False	False	P P	Payload[954-2865](-) Payload[954-2865](+)
doubled_payload	42.0	0	0.0042215298019901495	non_linear	False	False	False	P P	Payload[2-392](+) Payload[2-392](-)
doubled_payload	38.0	0	0.0038194793446577543	non_linear	False	False	False	P P	Payload[3-315](+) Payload[3-315](-)
doubled_payload	37.0	0	0.0037189667303246556	non_linear	False	False	False	P P	Payload[377-2865](-) Payload[245-2865](+)
doubled_payload	34.0	0	0.003417428887325359	non_linear	False	False	False	P P	Payload[1042-2865](-) Payload[1021-2865](+)
doubled_payload	32.0	0	0.0032164036586591616	non_linear	False	False	False	P P	Payload[2-159](+) Payload[2-159](-)
doubled_payload	27.0	0	0.0027138405869936676	non_linear	False	False	False	P P	Payload[3-321](+) Payload[3-231](-)
doubled_payload	27.0	0	0.0027138405869936676	non_linear	False	False	False	P P	Payload[2-1122](+) Payload[2-1111](-)
doubled_payload	26.0	0	0.0026133279726605688	non_linear	False	False	False	P P	Payload[9-2865](-) Payload[45-2865](+)
doubled_payload	26.0	0	0.0026133279726605688	non_linear	False	False	False	P P	Payload[3-731](+) Payload[3-625](-)
