Bin	Sequences	Proportion	Patterns	Percent Full
truncated_selfprime	9973.0	0.9973	335	100.0%
other	26.0	0.0026	30	100.0%
untileable_sequences	1.0	0.0001	0	0.0%
Totals	10000.0	1.0	365


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
truncated_selfprime	9973.0	0.9973	335	1.0
Subclassification	Sequence Count	Repeats	Proportion of truncated_selfprime	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
truncated_selfprime	3929.0	0	0.39396370199538755	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3788.0	0	0.3798255289281059	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	201.0	0	0.02015441692569939	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	199.0	0	0.01995387546375213	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	104.0	0	0.010428156021257394	forward_linear	False	False	True	P I P	Payload[4-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	102.0	0	0.010227614559310138	forward_linear	True	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	97.0	0	0.009726260904441994	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	97.0	0	0.009726260904441994	reverse_linear	False	False	True	P I P	Payload[1-2864](-) ITR-FLIP[1-164](-) Payload[1-2865](-)
truncated_selfprime	95.0	0	0.009525719442494735	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	95.0	0	0.009525719442494735	reverse_linear	True	False	True	P I P	Payload[1-2864](-) ITR-FLIP[1-164](-) ITR-FLIP[1-164](-) Payload[1-2865](-)
truncated_selfprime	89.0	0	0.008924095056652964	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[5-2865](+)
truncated_selfprime	87.0	0	0.008723553594705705	forward_linear	False	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	87.0	0	0.008723553594705705	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[4-2865](+)
truncated_selfprime	86.0	0	0.008623282863732077	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[5-2865](+)
truncated_selfprime	84.0	0	0.008422741401784818	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[4-2865](+)
truncated_selfprime	81.0	0	0.008121929208863933	forward_linear	True	False	True	P I P	Payload[4-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	25.0	0	0.0025067682743407198	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-163](+) Payload[1-2865](+)
truncated_selfprime	25.0	0	0.0025067682743407198	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-162](+) Payload[1-2865](+)
truncated_selfprime	22.0	0	0.0022059560814198334	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[4-165](+) Payload[1-2865](+)
truncated_selfprime	22.0	0	0.0022059560814198334	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[3-165](+) Payload[1-2865](+)
truncated_selfprime	21.0	0	0.0021056853504462045	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-164](+) Payload[1-2865](+)
truncated_selfprime	20.0	0	0.002005414619472576	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[2-165](+) Payload[1-2865](+)
truncated_selfprime	19.0	0	0.0019051438884989471	forward_linear	True	False	True	P I P	Payload[2-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	18.0	0	0.0018048731575253183	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-161](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	17.0	0	0.0017046024265516895	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[5-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	17.0	0	0.0017046024265516895	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[3-165](+) Payload[1-2865](+)
truncated_selfprime	17.0	0	0.0017046024265516895	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-164](+) Payload[1-2865](+)
truncated_selfprime	16.0	0	0.0016043316955780607	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-163](+) Payload[1-2865](+)
truncated_selfprime	16.0	0	0.0016043316955780607	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-161](+) Payload[1-2865](+)
truncated_selfprime	15.0	0	0.001504060964604432	forward_linear	False	False	True	P I P	Payload[2-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	15.0	0	0.001504060964604432	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-2865](+)
truncated_selfprime	15.0	0	0.001504060964604432	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-162](+) Payload[1-2865](+)
truncated_selfprime	14.0	0	0.001403790233630803	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-161](+) Payload[1-2865](+)
truncated_selfprime	13.0	0	0.0013035195026571743	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[3-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	13.0	0	0.0013035195026571743	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[2-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	12.0	0	0.0012032487716835455	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[2-2865](+)
truncated_selfprime	11.0	0	0.0011029780407099167	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[2-165](+) Payload[1-2865](+)
truncated_selfprime	11.0	0	0.0011029780407099167	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[4-165](+) Payload[1-2865](+)
