Bin	Sequences	Proportion	Patterns	Percent Full
expected	9912.5	0.9910517896420716	4204	100.0%
irregular_payload	74.5	0.007448510297940412	74	0.0%
untileable_sequences	15.0	0.0014997000599880025	0	0.0%
Totals	10002.0	1.0	4278


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
expected	9912.5	0.99105	4204	1.0
Subclassification	Sequence Count	Repeats	Proportion of expected	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
expected	827.0	0	0.08343001261034048	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	669.0	0	0.0674905422446406	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	622.0	0	0.06274905422446406	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	522.0	0	0.05266078184110971	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	69.0	0	0.006960907944514502	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[4-2865](+) ITR-FLIP[21-165](-)
expected	65.0	0	0.006557377049180328	forward_linear	False	False	True	I P I	ITR-FLIP[2-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	56.0	0	0.005649432534678436	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2863](+) ITR-FLIP[21-165](-)
expected	53.0	0	0.005346784363177806	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-163](-)
expected	51.0	0	0.005145018915510719	forward_linear	False	False	True	I P I	ITR-FLIP[1-144](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	50.0	0	0.005044136191677175	forward_linear	True	False	True	I P I	ITR-FLIP[1-143](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	47.0	0	0.004741488020176545	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[5-2865](+) ITR-FLIP[21-165](-)
expected	46.0	0	0.004640605296343001	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[5-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	46.0	0	0.004640605296343001	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[2-2865](+) ITR-FLIP[21-165](-)
expected	46.0	0	0.004640605296343001	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[4-2865](+) ITR-FLIP[21-165](-)
expected	43.0	0	0.004337957124842371	forward_linear	True	False	True	I P I	ITR-FLIP[2-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	43.0	0	0.004337957124842371	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[22-165](-)
expected	43.0	0	0.004337957124842371	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-2865](+) ITR-FLIP[21-165](-)
expected	43.0	0	0.004337957124842371	forward_linear	False	False	True	I P I	ITR-FLIP[1-143](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	42.0	0	0.004237074401008827	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[23-165](-)
expected	41.0	0	0.004136191677175284	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[23-165](-)
expected	41.0	0	0.004136191677175284	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
expected	40.0	0	0.00403530895334174	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-143](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	39.0	0	0.003934426229508197	forward_linear	True	False	True	I P I	ITR-FLIP[3-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
